affiliates,course_name,year,level,num_weeks,duration,completed,course_url,course_summary,course_detailContent
Nutanix,Hybrid Cloud Fundamentals,,intermediate,4.0,1 Month,,https://www.udacity.com/course/hybrid-cloud-fundamentals--ud0321,Dive into the role of a hybrid cloud engineer and learn how to use Nutanix's Hyperconverged Infrastructure (HCI) software to configure the different components of a private cloud cluster.,"Hybrid Cloud, Nutanix, Hyperconverged Infrastructure, Prism web console, Private Cloud, Virtual Machine"
Baidu,Self-Driving Fundamentals: Featuring Apollo ,,beginner,4.0,4 Weeks,,https://www.udacity.com/course/self-driving-car-fundamentals-featuring-apollo--ud0419,"Identify key parts of self-driving cars, utilize Apollo HD Map, localization, perception, prediction, planning and control, and start the learning path of building a self-driving car. ","Apollo HD Map, Localization, Perception, Prediction, Planning, Control"
Google,Scalable Microservices with Kubernetes,,intermediate,4.0,1 Month,,https://www.udacity.com/course/scalable-microservices-with-kubernetes--ud615,"This course is designed to teach you about managing microservices, using Kubernetes. This course is built in partnership with experts such as Google’s Kelsey Hightower.","Microservices, Docker, Kubernetes, Deploying Microservices"
,How to Build a Startup,,intermediate,4.0,1 Month,,https://www.udacity.com/course/how-to-build-a-startup--ep245,"Learn what it takes to build a successful startup using the Customer Development process, where entrepreneurs ""get out of the building"" to gather and iterate on feedback.","Entrepreneurship, Value Proposition, Revenue Models, Customer Segments"
WeChat,WeChat Mini Program Development,,beginner,4.0,4 Weeks,,https://www.udacity.com/course/wechat-mini-programs--ud667,"Developed by Tencent and Udacity, this course will teach you to build your first Mini Program.",
Mode,SQL for Data Analysis,,beginner,4.0,4 Weeks,,https://www.udacity.com/course/sql-for-data-analysis--ud198,Learn to use Structured Query Language (SQL) to extract and analyze data stored in databases,
Google,Browser Rendering Optimization,,advanced,4.0,1 Month,,https://www.udacity.com/course/browser-rendering-optimization--ud860,This course will demystify the browser's rendering pipeline and make it easy for you to build high performance web apps.,"Browser Rendering Response, Animation, Idle and Load (RAIL), Optimizing JavaScript, How to debug an app"
,Object Oriented Programming in Java,,intermediate,4.0,4 Weeks,,https://www.udacity.com/course/object-oriented-programming-in-java--ud283,Learn how to apply powerful object-oriented programming concepts in Java,"Object-Oriented Programming, Java, User Interaction"
Google,Material Design for Android Developers,,intermediate,4.0,4 Weeks,,https://www.udacity.com/course/material-design-for-android-developers--ud862,Learn and apply the material design principles that define Android's visual language to your apps.,"Android Development, Material Design, Surfaces, Graphic Design"
Cloudera,Intro to Hadoop and MapReduce,,intermediate,4.0,1 Month,,https://www.udacity.com/course/intro-to-hadoop-and-mapreduce--ud617,"In this short course, learn the fundamentals of MapReduce and Apache Hadoop to start making sense of Big Data in the real world!","Big Data, Hadoop, MapReduce"
SUSE,Cloud Native Fundamentals,,intermediate,4.0,1 Month,,https://www.udacity.com/course/cloud-native-fundamentals--ud064,"Throughout this course, students will learn how to structure, package, and release an application to a Kubernetes cluster, while using an automated CI/CD pipeline.","Kubernetes,  Docker,  Cloud Computing Fluency,  Cloud Architecture Model Types,  CI/CD,  Application Development Best Practices,  Argo CD,  Github Actions,  Platform as a Service"
Microsoft,Microsoft Power Platform,,beginner,4.0,1 Month,,https://www.udacity.com/course/microsoft-power-platform--ud091,"Learn to build powerful and effective solutions with ease with Microsoft Power Platform. Created in partnership with the Microsoft Power Platform team, this course will introduce you to efficient low-code solutions for data analytics, app development, and artifical intelligence.","Microsoft Power Platform, Power Apps, Power Automate, Azure AI Builder"
Google,App Monetization,,intermediate,4.0,1 Month,,https://www.udacity.com/course/app-monetization--ud518,"Learn how to effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate.","Product Design, Google Analytics"
Georgia Institute of Technology,Advanced Operating Systems,,advanced,5.0,5 Weeks,,https://www.udacity.com/course/advanced-operating-systems--ud189,,"Operating System Kernels, Virtualization, Distributed Systems, Cloud Computing, Real-Time Operating Systems"
Google,Android Basics: Networking,,beginner,5.0,5 Weeks,,https://www.udacity.com/course/android-basics-networking--ud843,"This class teaches the basics of networking using Android, and is a part of the Android Basics Nanodegree by Google.","Android Development, JSON Parsing, HTTP Networking, Threads and Parallelism, Control Flow and Conditionals, Preferences"
"Venmo, Lyft",Objective-C for Swift Developers,,intermediate,5.0,5 Weeks,,https://www.udacity.com/course/objective-c-for-swift-developers--ud1009,"Learn the distinguishing language features of Objective-C. Practice Objective-C syntax by writing classes, and writing and calling methods.","iOS, Swift, Objective-C, Control Flow Syntax"
Google,Client-Server Communication,,advanced,5.0,5 Weeks,,https://www.udacity.com/course/client-server-communication--ud897,"Learn how a client communicates with a server, including HTTP's request and response cycle, HTTP/2 and HTTPs.","HTTP request and response cycle, HTTP headers and verbs, HTTP/1 and HTTP/2 capabilities, HTTPS, Client-Server Communication"
,Introduction to Python Programming,2018.0,beginner,5.0,5 Weeks,yes,https://www.udacity.com/course/introduction-to-python--ud1110,"In this course, you'll learn the fundamentals of the Python programming language, along with programming best practices. You’ll learn to represent and store data using Python data types and variables, and use conditionals and loops to control the flow of your programs. You’ll harness the power of complex data structures like lists, sets, dictionaries, and tuples to store collections of related data. You’ll define and document your own custom functions, write scripts, and handle errors. Lastly, you’ll learn to find and use modules in the Python Standard Library and other third-party libraries.",
,Intro to Data Analysis,,beginner,6.0,6 Weeks,,https://www.udacity.com/course/intro-to-data-analysis--ud170,"Explore a variety of datasets, posing and answering your own questions about each. You'll be using the Python libraries NumPy, Pandas, and Matplotlib.","Data Analysis, Python, numpy, pandas"
,Java Programming Basics,,beginner,6.0,6 Weeks,,https://www.udacity.com/course/java-programming-basics--ud282,"Take your first steps towards becoming a Java developer! Learn Java syntax and create conditional statements, loops, and functions.","Java Programming, Java Syntax, Java Functions, Loops"
,JavaScript Design Patterns,,advanced,6.0,6 Weeks,,https://www.udacity.com/course/javascript-design-patterns--ud989,Learn the importance of code organization and how to implement it with either vanilla JavaScript or an organizational library or framework.,"Separating concerns, Code organization, Using an Organizational Library, KnockoutJS"
"Gradle, Google",Gradle for Android and Java,,advanced,6.0,6 Weeks,,https://www.udacity.com/course/gradle-for-android-and-java--ud867,Build bigger and better Android and Java apps using the Gradle build tool.,"Android Development, Gradle, Java"
Google,Advanced Android App Development,,advanced,6.0,6 Weeks,,https://www.udacity.com/course/advanced-android-app-development--ud855,"Make your app production-ready by applying advanced features like library integration, material design, widgets, receiving cloud messages, and more!","Android Development, Fragments, Libraries, Firebase, Espresso"
Google,UX Design for Mobile Developers,,beginner,6.0,6 Weeks,,https://www.udacity.com/course/ux-design-for-mobile-developers--ud849,This is a design course made for developers. You'll learn UX design skills which will help you make 5-star mobile apps that your users will love.,"Android, UX Design, User-Centered Design"
Georgia Institute of Technology,Knowledge-Based AI: Cognitive Systems,,advanced,7.0,7 Weeks,,https://www.udacity.com/course/knowledge-based-ai-cognitive-systems--ud409,The twin goals of knowledge-based artificial intelligence (AI) are to build AI agents capable of human-level intelligence and gain insights into human cognition.,"Semantic Networks, Common-Sense Reasoning, Logic & Planning, Analogical Reasoning, Visuospatial Reasoning"
Zipfian,Data Visualization and D3.js,,intermediate,7.0,7 Weeks,,https://www.udacity.com/course/data-visualization-and-d3js--ud507,Learn the fundamentals of data visualization and apply design and narrative concepts to create your own visualization.,"d3.js, Design of Visualizations, Data Visualization, Visual Encodings"
,Intro to Inferential Statistics,,beginner,8.0,2 Months,,https://www.udacity.com/course/intro-to-inferential-statistics--ud201,Intro to Inferential Statistics will teach you how to test your hypotheses and begin to make predictions based on statistical results drawn from data!,"Inferential Statistics, Hypothesis Testing, T-tests, ANOVA"
Google Cloud,Getting Started with Google Workspace,,beginner,8.0,2 Months,,https://www.udacity.com/course/getting-started-with-google-workspace--ud300,"Learn how to manage mail and schedules effectively. Create, manage and, share content in Google Drive and become more productive through the use of the collaboration features that are an integral and defining part of Google Workspace.","Gmail,  Google Calendar,  Google Drive,  Google Docs,  Google Slides,  Google Meet,  Google Chat,  Google Forms,  Intermediate Spreadsheet Use,  Basic Spreadsheet Use"
Amazon Appstore for Android,2D Game Development with libGDX,,intermediate,8.0,8 Weeks,,https://www.udacity.com/course/2d-game-development-with-libgdx--ud405,"This course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. At the end you will create a full game, called Icicles.","LibGDX, Game Development, 2D"
Google,Front End Frameworks,,advanced,8.0,8 Weeks,,https://www.udacity.com/course/front-end-frameworks--ud894,"Explore and build interactive, single-page applications with popular JavaScript frameworks!","Single Page Applications, Building Angular apps, Building Ember apps, Underscore's template function, Backbone events and routing"
Google,Product Design,,intermediate,8.0,2 Months,,https://www.udacity.com/course/product-design--ud509,"Learn product validation, UI/UX practices, Google’s Design Sprint and the process for setting and tracking actionable metrics.","Product Design, Design Sprints, Ideation and Validation, UI/UX"
,iOS Persistence and Core Data,,advanced,8.0,2 Months,,https://www.udacity.com/course/ios-persistence-and-core-data--ud325,"Persisting data is a core skill for any iOS developer. Learn how to store app data to your device using three common techniques: NSUserDefaults, Sandbox, and Core Data.","Data Persistence, Core Data, UserDefaults, FileManager"
Google,Android Basics: Multiscreen Apps,,beginner,8.0,2 Months,,https://www.udacity.com/course/android-basics-multiscreen-apps--ud839,"Learn to build multiple screens and link them together, expanding the range of apps you can create! You'll also learn how to play audio and add images to your apps.","Android Development, Intents and Activities, Data, Loops and Custom Classes, Images and Visual Polish, Audio and Libraries"
Google,Developing Android Apps with Kotlin,,intermediate,8.0,2 Months,,https://www.udacity.com/course/developing-android-apps-with-kotlin--ud9012,Learn the fundamentals of the Kotlin programming language from Kotlin experts at Google.,Android Development
AT&T,Model Building and Validation,,advanced,8.0,8 Weeks,,https://www.udacity.com/course/model-building-and-validation--ud919,This course will teach you how to start from scratch in understanding and paying attention to what is important in the data and how to answer questions about data.,"Questioning, Modeling, Validation, Data Analysis, QMV Process"
Amazon Appstore for Android,How to Make a Platformer Using libGDX,,intermediate,8.0,8 Weeks,,https://www.udacity.com/course/how-to-make-a-platformer-using-libgdx--ud406,"This course will explore how to create a game called Giga Gal. Giga Gal is a platformer in which you run, collect energy packs, jump a bunch, and shoot enemies.","LibGDX, Game Development, Asset management"
,Differential Equations in Action,,intermediate,8.0,2 Months,,https://www.udacity.com/course/differential-equations-in-action--cs222,"Write Python code to find numerical solutions to systems of differential equations. The models you create will fight wildfires, bring spaceships back to earth, and more!","Math, Differential Equations"
Georgia Institute of Technology,Introduction to Operating Systems,,intermediate,8.0,2 Months,,https://www.udacity.com/course/introduction-to-operating-systems--ud923,"Introduction to Operating Systems teaches the basic operating system abstractions, mechanisms, and their implementations.","Processes & Threads, Memory Management, Inter-Process Communication, Resource Virtualization, Distributed File Systems"
Facebook AI,Secure and Private AI,,advanced,8.0,2 Months,,https://www.udacity.com/course/secure-and-private-ai--ud185,Learn how to extend PyTorch with the tools necessary to train AI models that preserve user privacy.,
Georgia Institute of Technology,Software Architecture & Design,,intermediate,8.0,2 Months,,https://www.udacity.com/course/software-architecture-design--ud821,Software Architecture and Design teaches the principles and concepts involved in the analysis and design of large software systems.,"Unified Modeling Language, Object Constraint Language, Software Architecture, Software Design, Code Review"
Georgia Institute of Technology,Big Data Analytics in Healthcare,,intermediate,8.0,2 Months,,https://www.udacity.com/course/big-data-analytics-in-healthcare--ud758,"In this course, we introduce the characteristics of medical data and associated data mining challenges on dealing with such data. We cover various algorithms and systems.","Data Analytics, Health Care Applications, Algorithms"
,UIKit Fundamentals,,intermediate,8.0,2 Months,,https://www.udacity.com/course/uikit-fundamentals--ud788,"Learn the iOS UIKit framework, which is the cornerstone of creating user interfaces in all iOS apps and crucial for any iOS Developer to be intimately familiar with.","AutoLayout, Navigation, Table Views, Collection Views"
Microsoft Azure,Introduction to Machine Learning using Microsoft Azure,,intermediate,8.0,2 Months,,https://www.udacity.com/course/introduction-to-machine-learning-using-microsoft-azure--ud00333,"Gain a high-level introduction to the field of machine learning and prepare to use Azure Machine Learning Studio to train machine learning models. Plus, learn how to perform a variety of tasks on Azure Machine Learning labs — from data import, transformation and management to training, validating and evaluating models.","Machine Learning,  Azure,  Model Training,  Supervised & Unsupervised Learning,  Responsible AI"
Google,Android Basics: Data Storage,,beginner,8.0,8 Weeks,,https://www.udacity.com/course/android-basics-data-storage--ud845,"In this course, you'll learn the basics of data storage in Android, building your first database and an app that could be used for any small business!","Android Development, SQLite, ContentProvider, CursorAdapter & CursorLoader, Database, Design"
,Intro to Statistics,,beginner,8.0,2 Months,,https://www.udacity.com/course/intro-to-statistics--st101,"Get ready to analyze, visualize, and interpret data! Thought-provoking examples and chances to combine statistics and programming will keep you engaged and challenged.","Probability, Descriptive Statistics, Inferential Statistics"
,AWS Machine Learning Foundations Course,2021.0,intermediate,8.0,2 Months,,https://www.udacity.com/course/aws-machine-learning-foundations--ud065,Learn what machine learning is and the steps involved in building and evaluating models. Gain in demand skills needed at businesses working to solve challenges with AI.,"Computer vision,  Reinforcement learning,  Generative AI,  Machine Learning,  Object-oriented programming"
,Design of Computer Programs,,advanced,8.0,2 Months,,https://www.udacity.com/course/design-of-computer-programs--cs212,"Learn how to model problems, and how to optimize performance by using some of the advanced features of Python.","Computer Program Design, Python, Design Process"
,Applied Cryptography,,advanced,8.0,2 Months,,https://www.udacity.com/course/applied-cryptography--cs387,"Cryptography is present in everyday life, from paying with a credit card to using the telephone.  Learn all about making and breaking puzzles in computing.","Cryptography, Ciphers, Encryption"
MongoDB,Data Wrangling with MongoDB,,intermediate,8.0,2 Months,,https://www.udacity.com/course/data-wrangling-with-mongodb--ud032,"Data Scientists spend most of their time cleaning data. In this course, you will learn to convert and manipulate messy data to extract what you need.","Gathering Data, Assessing Data, Cleaning Data, Data Wrangling, MongoDB"
Autodesk,Interactive 3D Graphics,,intermediate,8.0,2 Months,,https://www.udacity.com/course/interactive-3d-graphics--cs291,"This course will teach you the principles of 3D computer graphics: meshes, transforms, lighting, animation, and making interactive 3D applications run in a browser.","Animated 3D Demo Program, Computer Image Generation, Programming Vertex and Pixel Shaders"
Facebook,Data Analysis with R,,intermediate,8.0,2 Months,,https://www.udacity.com/course/data-analysis-with-r--ud651,Data is everywhere and so much of it is unexplored. Learn how to investigate and summarize data sets using R and eventually create your own analysis.,"R, Exploratory Data Analysis, Data Visualization"
,Intro to Theoretical Computer Science,,intermediate,8.0,2 Months,,https://www.udacity.com/course/intro-to-theoretical-computer-science--cs313,Learn the basic concepts in theoretical computer science. Discover what they imply for solving tough computational challenges.,"theoretical computer science, NP-completeness, Recognizing algorithmic problems, Solving algorithmic problems"
,Software Debugging,,intermediate,8.0,2 Months,,https://www.udacity.com/course/software-debugging--cs259,In this course you will learn how to debug programs systematically using scientific methods and build several automated debugging tools in Python.,"Debugging, Python, Automated Debugging"
Georgia Institute of Technology,Artificial Intelligence for Robotics,,advanced,8.0,2 Months,,https://www.udacity.com/course/artificial-intelligence-for-robotics--cs373,"Learn how to program all the major systems of a robotic car. Topics include planning, search, localization, tracking, and control.","Probabilistic Models, Kalman Filters, Motion Planning, Robot Control, Simultaneous Localization & Mapping"
Facebook AI,Intro to Deep Learning with PyTorch,,intermediate,8.0,2 Months,,https://www.udacity.com/course/deep-learning-pytorch--ud188,Learn the basics of deep learning and implement your own deep neural networks with PyTorch,"Deep Learning, PyTorch, Neural Networks, CNNs, LSTMs, Style Transfer"
,Intro to Physics,,beginner,8.0,2 Months,,https://www.udacity.com/course/intro-to-physics--ph100,"Go to the places where big physics discoveries were made in the past and make them yourself. You’ll visit Italy, the Netherlands, and the UK as you learn basic physics.","Kinematics, Dynamics, Trigonometry, Periodic Motion, Electricity"
TensorFlow Lite,Introduction to TensorFlow Lite,,intermediate,8.0,2 Months,,https://www.udacity.com/course/intro-to-tensorflow-lite--ud190,Learn how to deploy deep learning models on mobile and embedded devices with TensorFlow Lite.,"TensorFlow Lite, Deep Learning Models, Android, iOS, Linux"
TensorFlow,Intro to TensorFlow for Deep Learning,,intermediate,8.0,2 Months,,https://www.udacity.com/course/intro-to-tensorflow-for-deep-learning--ud187,"Developed by Google and Udacity, this course teaches a practical approach to deep learning for software developers.",
Google,Advanced Android with Kotlin,,intermediate,8.0,2 Months,,https://www.udacity.com/course/advanced-android-with-kotlin--ud940,Develop Feature-Rich Android Apps with the Kotlin Programming Language.,"Kotlin, Android"
,Introduction to Machine Learning Course,,intermediate,10.0,10 Weeks,,https://www.udacity.com/course/intro-to-machine-learning--ud120,"This class will teach you the end-to-end process of investigating data through a machine learning lens. Learn online, with Udacity.","Machine Learning, Supervised Learning, Unsupervised Learning, Evaluation Metrics, Data Manipulation"
Georgia Institute of Technology,Computer Networking,,intermediate,12.0,3 Months,,https://www.udacity.com/course/computer-networking--ud436,This is an advanced Computer Networking course that delves into the latest concepts and tools used by the CN industry.,"Software-Defined Networking, Data Center Networking, Content Distribution, Congestion Control, Traffic Shaping"
,How to Make an iOS App,,advanced,12.0,3 Months,,https://www.udacity.com/course/how-to-make-an-ios-app--ud607,"Learn the process of building an app, taking your ideas from drawing board to App Store!","iOS, Ideation and Research, UI, App Store"
Georgia Institute of Technology,Introduction to Graduate Algorithms,,advanced,12.0,3 Months,,https://www.udacity.com/course/introduction-to-graduate-algorithms--ud401,Learn advanced techniques for designing algorithms and apply them to hard computational problems.,
Georgia Institute of Technology,Software Development Process,,intermediate,12.0,3 Months,,https://www.udacity.com/course/software-development-process--ud805,"Software Development Processes explores requirements engineering, architecture and design, testing, and software quality in general.","Software Development Life Cycle, Requirements Engineering, Design Patterns, Black-Box & White-Box Testing, Agile Development Methodology"
,iOS Networking with Swift,,advanced,12.0,3 Months,,https://www.udacity.com/course/ios-networking-with-swift--ud421,Learn how to incorporate networking into your apps to access data from around the world. Build the On the Map app to share location and fun links with fellow students.,"Networking, URLSession, JSON Parsing"
,Linear Algebra Refresher Course,,intermediate,16.0,4 Months,,https://www.udacity.com/course/linear-algebra-refresher-course--ud953,Learn linear algebra by doing: you will code your own library of linear algebra functions!,"Algebra, Python, Vectors, Intersections"
Georgia Institute of Technology,Artificial Intelligence,,intermediate,16.0,4 Months,,https://www.udacity.com/course/artificial-intelligence--ud954,"This course gives a survey of topics in AI along with in-depth foundational concepts such as classical search, probability, machine learning, logic and planning.","Artificial Intelligence, Probability, Bayesian Networks, Logic and Planning, Machine Learning"
Georgia Institute of Technology,Introduction to Computer Vision,,intermediate,16.0,4 Months,,https://www.udacity.com/course/introduction-to-computer-vision--ud810,"This course provides an introduction to computer vision including fundamentals, methods for application and machine learning classification.","Image Processing, Stereo Geometry, Feature Detection & Matching, Object Tracking, Classification & Recognition"
Georgia Institute of Technology,Database Systems Concepts & Design,,intermediate,16.0,16 Weeks,,https://www.udacity.com/course/database-systems-concepts-design--ud150,This course presents an example of applying a database application development methodology to a major real-world project.,"Database Management Systems, Relational Algebra, Sequential Query Language, Data Indexing, SQL Injection"
,Intro to Algorithms,,intermediate,16.0,4 Months,,https://www.udacity.com/course/intro-to-algorithms--cs215,"This class will give you an introduction to the design and analysis of algorithms, enabling you to analyze networks and discover how individuals are connected.","Algorithms, Social Networks, Graph Algorithms"
Georgia Institute of Technology,Reinforcement Learning,,advanced,16.0,4 Months,,https://www.udacity.com/course/reinforcement-learning--ud600,Learn how to engage with machine learning from a theoretical perspective. Explore automated decision-making and dive into advanced algorithms. ,"Reinforcement Learning,  Temporal Difference,  Game Theory,  Partially Observable Markov Decision Processes (POMDP),  Machine Learning"
Georgia Institute of Technology,Network Security,,intermediate,16.0,16 Weeks,,https://www.udacity.com/course/network-security--ud199,"This course provides an introduction to computer and network security. Students successfully completing this class will be able to evaluate works in academic and commercial security, and will have rudimentary skills in security research.","Basic elements of cryptography,  cryptanalysis and systems security,  security research"
,Intro to Artificial Intelligence,,intermediate,16.0,4 Months,,https://www.udacity.com/course/intro-to-artificial-intelligence--cs271,"This course will introduce you to the basics of AI. Topics include machine learning, probabilistic reasoning, robotics, computer vision, and natural language processing.","Artificial Intelligence, Machine Learning, Probability, Logic and Planning, Markov models"
Georgia Institute of Technology,Software Analysis & Testing,,intermediate,16.0,16 Weeks,,https://www.udacity.com/course/software-analysis-testing--ud333,"This course covers the theory and practice of software analysis, which is at the heart of software development processes such as diagnosing bugs, testing, and debugging.","Software Testing, Debugging, Dataflow Analysis, Constraint-based Analysis, Symbolic Execution"
San Jose State University,Statistics,,beginner,16.0,4 Months,,https://www.udacity.com/course/statistics--st095,We live in a time of unprecedented access to information. You'll learn how to use statistics to interpret that information and make decisions.,"Statistical Research Methods, Data Visualization, Distributions, Hypothesis Testing, Regression"
Georgia Institute of Technology,Human-Computer Interaction,,intermediate,16.0,16 Weeks,,https://www.udacity.com/course/human-computer-interaction--ud400,"This course is an introductory course on human-computer interaction, covering the principles, techniques, and open areas of development in HCI.","Design Principles, Direct Manipulation Interfaces, Mental Models, Distributed Cognition, Prototyping"
Georgia Institute of Technology,Data Analysis and Visualization,,intermediate,16.0,16 Weeks,,https://www.udacity.com/course/data-analysis-and-visualization--ud404,"This course will introduce students to the field by covering state­-of-­the-art modeling, analysis and visualization techniques.","R, Data Analysis, Data Visualization, Regression"
Georgia Institute of Technology,Machine Learning for Trading,,intermediate,16.0,4 Months,,https://www.udacity.com/course/machine-learning-for-trading--ud501,Implement machine learning based strategies to make trading decisions using real-world data.,"Pandas, Time Series Analysis, Computational Investing, Algorithmic Trading, Reinforcement Learning for Trading"
Georgia Institute of Technology,Embedded Systems,,intermediate,16.0,16 Weeks,,https://www.udacity.com/course/embedded-systems--ud169,"This course takes a holistic view of the embedded system stack focusing on processor architectures, instruction sets, and the associated advanced compiler optimizations.","VLIW Architecture, Compilers for Embedded Systems, Differential Register Allocation, Network Processors, Multithreaded Processing"
Georgia Institute of Technology,Cyber-Physical Systems Security,,intermediate,16.0,16 Weeks,,https://www.udacity.com/course/cyber-physical-systems-security--ud279,This course provides an introduction to security issues relating to cyber-physical systems including industrial control systems and critical infrastructures.,"Industrial Networks, Industrial Control Systems, Smart Grid Infrastructure, Cyber Security, Privacy"
Georgia Institute of Technology,Machine Learning,,intermediate,16.0,4 Months,,https://www.udacity.com/course/machine-learning--ud262,"In this course, you'll learn how to apply Supervised, Unsupervised and Reinforcement Learning techniques for solving a range of data science problems.","Supervised Learning, Unsupervised Learning, Information Theory, Reinforcement Learning, Game Theory"
San Jose State University,Intro to Psychology,,beginner,16.0,4 Months,,https://www.udacity.com/course/intro-to-psychology--ps001,Go on a journey through psychological concepts and principles to enable you to gain a more in-depth understanding of human thought and behavior.,"Pyschology, Research Methods, Biology"
Georgia Institute of Technology,Cyber-Physical Systems Design & Analysis,,advanced,16.0,16 Weeks,,https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876,This course provides an introduction to cyber-physical systems with an industrial perspective.,
Georgia Institute of Technology,High Performance Computing,,advanced,16.0,4 Months,,https://www.udacity.com/course/high-performance-computing--ud281,"This course will give you solid foundations for developing, analyzing, and implementing parallel and locality-efficient algorithms.  Offered at Georgia Tech as CS6220","Shared Memory Models, Parallel Algorithms, Distributed Memory Models, Message Passing Interfaces, Hierarchical Memory Models"
Georgia Institute of Technology,Intro to Information Security,,intermediate,,,,https://www.udacity.com/course/intro-to-information-security--ud459,,"Software Security, Cryptography, Network Security, Privacy, Public Policy"
Georgia Institute of Technology,Compilers: Theory and Practice,,intermediate,,,,https://www.udacity.com/course/compilers-theory-and-practice--ud168,This course teaches the theory and practice behind building compilers for higher level programming languages.,"Compilers, Semantic Analysis, Syntax Directed Translation, Control Flow Analysis"
Georgia Institute of Technology,High Performance Computer Architecture,,advanced,,,,https://www.udacity.com/course/high-performance-computer-architecture--ud007,"The HPCA course covers performance measurement, pipelining, and improved parallelism through various means.","Processor Pipelining, Branch Prediction, Instruction Scheduling, Memory Ordering, Multiprocessor Architectures"
Georgia Institute of Technology,"Computability, Complexity & Algorithms",,advanced,,,,https://www.udacity.com/course/computability-complexity-algorithms--ud061,Learn tools and techniques that will help you recognize when problems you encounter are intractable and when there an efficient solution.,
Kaggle,Intro to Descriptive Statistics,,beginner,8.0,2 Months,,https://www.udacity.com/course/intro-to-descriptive-statistics--ud827,"Statistics is an important field of math that is used to analyze, interpret, and predict outcomes from data. Descriptive statistics will teach you the basic concepts used to describe data. This is a great beginner course for those interested in Data Science, Economics, Psychology, Machine Learning, Sports analytics and just about any other field.",
Bosch,AIoT Foundations,,intermediate,8.0,2 Months,,https://www.udacity.com/course/aiot-foundations--ud074,"Immerse yourself in the full lifecycle of AIoT-enabled products and solutions by exploring AIoT use cases, designing a business model, creating a development plan, and operating the AIoT system. This free course offers a practical approach to maximizing the benefits of AIoT technologies for your current business, product, or solution—with real-life examples, best practices, and a practical toolkit.",
,Intro to Data Science,,intermediate,8.0,2 Months,,https://www.udacity.com/course/intro-to-data-science--ud359,The Introduction to Data Science class will survey the foundational topics in data science,
